"Municipio","Estacion","Fecha","Diametro aerodinamico","Medicion"
"Dosquebradas","Balalaika","2021 Apr 15 12:00:00 AM","PM2.5","8.89"
"Dosquebradas","Balalaika","2021 Apr 16 12:00:00 AM","PM2.5","9.27"
"Dosquebradas","Balalaika","2021 Apr 17 12:00:00 AM","PM2.5","5.91"
"Dosquebradas","Balalaika","2021 Apr 18 12:00:00 AM","PM2.5","6.57"
"Dosquebradas","Balalaika","2021 Apr 19 12:00:00 AM","PM2.5","6.46"
"Dosquebradas","Balalaika","2021 Apr 20 12:00:00 AM","PM2.5","6.86"
"Dosquebradas","Balalaika","2021 Apr 21 12:00:00 AM","PM2.5","7.6"
"Dosquebradas","Balalaika","2021 Apr 22 12:00:00 AM","PM2.5","9.98"
"Dosquebradas","Balalaika","2021 Apr 23 12:00:00 AM","PM2.5","10.26"
"Dosquebradas","Balalaika","2021 Apr 24 12:00:00 AM","PM2.5","6.84"
"Dosquebradas","Balalaika","2021 Apr 25 12:00:00 AM","PM2.5","6.4"
"Dosquebradas","Balalaika","2021 Apr 26 12:00:00 AM","PM2.5","8.79"
"Dosquebradas","Balalaika","2021 Apr 27 12:00:00 AM","PM2.5","7.2"
"Dosquebradas","Balalaika","2021 Apr 28 12:00:00 AM","PM2.5","8.73"
"Dosquebradas","Balalaika","2021 Apr 29 12:00:00 AM","PM2.5","7.22"
"Dosquebradas","Balalaika","2021 Apr 30 12:00:00 AM","PM2.5","4.12"
"Dosquebradas","Balalaika","2022 Mar 03 12:00:00 AM","PM2.5","18.94"
"Dosquebradas","Balalaika","2022 Mar 04 12:00:00 AM","PM2.5","12.18"
"Dosquebradas","Balalaika","2022 Mar 05 12:00:00 AM","PM2.5","10.99"
"Dosquebradas","Balalaika","2022 Mar 06 12:00:00 AM","PM2.5","6.21"
"Dosquebradas","Balalaika","2022 Mar 07 12:00:00 AM","PM2.5","10.07"
"Dosquebradas","Balalaika","2022 Mar 08 12:00:00 AM","PM2.5","11.25"
"Dosquebradas","Balalaika","2022 Mar 09 12:00:00 AM","PM2.5","12.88"
"Dosquebradas","Balalaika","2022 Mar 10 12:00:00 AM","PM2.5","13.23"
"Dosquebradas","Balalaika","2022 Mar 11 12:00:00 AM","PM2.5","12.96"
"Dosquebradas","Balalaika","2022 Mar 12 12:00:00 AM","PM2.5","13.95"
"Dosquebradas","Balalaika","2022 Mar 13 12:00:00 AM","PM2.5","11.2"
"Dosquebradas","Balalaika","2022 Mar 14 12:00:00 AM","PM2.5","13.66"
"Dosquebradas","Balalaika","2022 Mar 15 12:00:00 AM","PM2.5","11.86"
"Dosquebradas","Balalaika","2022 May 07 12:00:00 AM","PM2.5","11.67"
"Dosquebradas","Balalaika","2022 May 08 12:00:00 AM","PM2.5","11.83"
"Dosquebradas","Balalaika","2022 May 09 12:00:00 AM","PM2.5","13.52"
"Dosquebradas","Balalaika","2022 May 10 12:00:00 AM","PM2.5","13.02"
"Dosquebradas","Balalaika","2022 May 11 12:00:00 AM","PM2.5","15.34"
"Dosquebradas","Balalaika","2022 May 12 12:00:00 AM","PM2.5","13.84"
"Dosquebradas","Balalaika","2022 May 13 12:00:00 AM","PM2.5","19.14"
"Dosquebradas","Balalaika","2022 May 14 12:00:00 AM","PM2.5","16.02"
"Dosquebradas","Balalaika","2022 May 15 12:00:00 AM","PM2.5","12.25"
"Dosquebradas","Balalaika","2022 May 16 12:00:00 AM","PM2.5","12.61"
"Dosquebradas","Balalaika","2022 May 17 12:00:00 AM","PM2.5","8.73"
"Dosquebradas","Balalaika","2022 May 18 12:00:00 AM","PM2.5","12.6"
"Dosquebradas","Balalaika","2022 May 19 12:00:00 AM","PM2.5","11.87"
"Dosquebradas","Balalaika","2022 May 20 12:00:00 AM","PM2.5","9.12"
"Dosquebradas","Balalaika","2022 May 21 12:00:00 AM","PM2.5","14.81"
"Dosquebradas","Balalaika","2022 May 22 12:00:00 AM","PM2.5","12.39"
"Dosquebradas","Balalaika","2022 May 23 12:00:00 AM","PM2.5","9.37"
"Dosquebradas","Balalaika","2022 May 24 12:00:00 AM","PM2.5","17.8"
"Dosquebradas","Balalaika","2022 May 25 12:00:00 AM","PM2.5","21.08"
"Dosquebradas","Balalaika","2022 May 26 12:00:00 AM","PM2.5","16.69"
"Dosquebradas","Balalaika","2022 May 27 12:00:00 AM","PM2.5","13.85"
"Dosquebradas","Balalaika","2022 May 28 12:00:00 AM","PM2.5","14.85"
"Dosquebradas","Balalaika","2022 May 29 12:00:00 AM","PM2.5","9.27"
"Dosquebradas","Balalaika","2022 May 30 12:00:00 AM","PM2.5","11.45"
"Dosquebradas","Balalaika","2022 May 31 12:00:00 AM","PM2.5","10.51"
"Dosquebradas","Balalaika","2022 Jun 01 12:00:00 AM","PM2.5","12.53"
"Dosquebradas","Balalaika","2022 Jun 02 12:00:00 AM","PM2.5","9.68"
"Dosquebradas","Balalaika","2022 Jun 05 12:00:00 AM","PM2.5","10.34"
"Dosquebradas","Balalaika","2022 Jun 06 12:00:00 AM","PM2.5","9.93"
"Dosquebradas","Balalaika","2022 Jun 07 12:00:00 AM","PM2.5","12.73"
"Dosquebradas","Balalaika","2022 Jun 08 12:00:00 AM","PM2.5","16.28"
"Dosquebradas","Balalaika","2022 Jun 09 12:00:00 AM","PM2.5","12.53"
"Dosquebradas","Balalaika","2022 Jun 10 12:00:00 AM","PM2.5","15.12"
"Dosquebradas","Balalaika","2022 Jun 11 12:00:00 AM","PM2.5","10.04"
"Dosquebradas","Balalaika","2022 Jun 12 12:00:00 AM","PM2.5","7.9"
"Dosquebradas","Balalaika","2022 Jun 13 12:00:00 AM","PM2.5","8.61"
"Dosquebradas","Balalaika","2022 Jun 14 12:00:00 AM","PM2.5","10.37"
"Dosquebradas","Balalaika","2022 Jun 15 12:00:00 AM","PM2.5","16.09"
"Dosquebradas","Balalaika","2022 Jun 16 12:00:00 AM","PM2.5","15.2"
"Dosquebradas","Balalaika","2022 Jun 17 12:00:00 AM","PM2.5","9.83"
"Dosquebradas","Balalaika","2022 Jun 18 12:00:00 AM","PM2.5","8.38"
"Dosquebradas","Balalaika","2022 Jun 19 12:00:00 AM","PM2.5","6.65"
"Dosquebradas","Balalaika","2022 Jun 20 12:00:00 AM","PM2.5","8.15"
"Dosquebradas","Balalaika","2022 Jun 21 12:00:00 AM","PM2.5","14.12"
"Dosquebradas","Balalaika","2022 Jun 22 12:00:00 AM","PM2.5","15.37"
"Dosquebradas","Balalaika","2022 Jun 26 12:00:00 AM","PM2.5","6.19"
"Dosquebradas","Balalaika","2022 Jun 27 12:00:00 AM","PM2.5","5.4"
"Dosquebradas","Balalaika","2022 Jun 28 12:00:00 AM","PM2.5","11.79"
"Dosquebradas","Balalaika","2022 Jun 29 12:00:00 AM","PM2.5","12.3"
"Dosquebradas","Balalaika","2022 Jun 30 12:00:00 AM","PM2.5","11.34"
"Dosquebradas","Balalaika","2022 Jul 01 12:00:00 AM","PM2.5","13.87"
"Dosquebradas","Balalaika","2022 Jul 02 12:00:00 AM","PM2.5","13.96"
"Dosquebradas","Balalaika","2022 Jul 03 12:00:00 AM","PM2.5","12.09"
"Dosquebradas","Balalaika","2022 Jul 04 12:00:00 AM","PM2.5","10.84"
"Dosquebradas","Balalaika","2022 Jul 05 12:00:00 AM","PM2.5","13.49"
"Dosquebradas","Balalaika","2022 Jul 06 12:00:00 AM","PM2.5","14.09"
"Dosquebradas","Balalaika","2022 Jul 07 12:00:00 AM","PM2.5","17.78"
"Dosquebradas","Balalaika","2022 Sep 22 12:00:00 AM","PM2.5","18.68"
"Dosquebradas","Balalaika","2022 Sep 23 12:00:00 AM","PM2.5","19.79"
"Dosquebradas","Balalaika","2022 Sep 24 12:00:00 AM","PM2.5","13.35"
"Dosquebradas","Balalaika","2022 Sep 25 12:00:00 AM","PM2.5","13.55"
"Dosquebradas","Balalaika","2022 Sep 26 12:00:00 AM","PM2.5","17.68"
"Dosquebradas","Balalaika","2022 Sep 27 12:00:00 AM","PM2.5","20.07"
"Dosquebradas","Balalaika","2022 Nov 11 12:00:00 AM","PM2.5","12.17"
"Dosquebradas","Balalaika","2022 Nov 12 12:00:00 AM","PM2.5","10.56"
"Dosquebradas","Balalaika","2022 Nov 13 12:00:00 AM","PM2.5","7.64"
"Dosquebradas","Balalaika","2022 Nov 14 12:00:00 AM","PM2.5","11.2"
"Dosquebradas","Balalaika","2022 Nov 15 12:00:00 AM","PM2.5","14.17"
"Dosquebradas","Balalaika","2022 Nov 16 12:00:00 AM","PM2.5","17.34"
"Dosquebradas","Balalaika","2022 Nov 17 12:00:00 AM","PM2.5","14.85"
"Dosquebradas","Balalaika","2022 Nov 18 12:00:00 AM","PM2.5","14.57"
"Dosquebradas","Balalaika","2022 Nov 19 12:00:00 AM","PM2.5","16.01"
"Dosquebradas","Balalaika","2022 Nov 20 12:00:00 AM","PM2.5","13.93"
"Dosquebradas","Balalaika","2022 Nov 21 12:00:00 AM","PM2.5","13.72"
"Dosquebradas","Balalaika","2022 Nov 22 12:00:00 AM","PM2.5","10.68"
"Dosquebradas","Balalaika","2022 Nov 23 12:00:00 AM","PM2.5","12.24"
"Dosquebradas","Balalaika","2022 Nov 24 12:00:00 AM","PM2.5","13.71"
"Dosquebradas","Balalaika","2022 Nov 25 12:00:00 AM","PM2.5","17.84"
"Dosquebradas","Balalaika","2022 Nov 26 12:00:00 AM","PM2.5","16.1"
"Dosquebradas","Balalaika","2022 Nov 27 12:00:00 AM","PM2.5","14.17"
"Dosquebradas","Balalaika","2022 Nov 28 12:00:00 AM","PM2.5","10.31"
"Dosquebradas","Balalaika","2022 Nov 29 12:00:00 AM","PM2.5","10.31"
"Dosquebradas","Balalaika","2022 Nov 30 12:00:00 AM","PM2.5","15.63"
"Dosquebradas","Balalaika","2022 Dec 01 12:00:00 AM","PM2.5","9.61"
"Dosquebradas","Balalaika","2022 Dec 02 12:00:00 AM","PM2.5","10.35"
"Dosquebradas","Balalaika","2022 Dec 03 12:00:00 AM","PM2.5","12.15"
"Dosquebradas","Balalaika","2022 Dec 04 12:00:00 AM","PM2.5","8.75"
"Dosquebradas","Balalaika","2022 Dec 05 12:00:00 AM","PM2.5","11.14"
"Dosquebradas","Balalaika","2022 Dec 06 12:00:00 AM","PM2.5","12.12"
"Dosquebradas","Balalaika","2022 Dec 07 12:00:00 AM","PM2.5","18.77"
"Dosquebradas","Balalaika","2022 Dec 08 12:00:00 AM","PM2.5","17.42"
"Dosquebradas","Balalaika","2022 Dec 09 12:00:00 AM","PM2.5","19.37"
"Dosquebradas","Balalaika","2022 Dec 10 12:00:00 AM","PM2.5","16.9"
"Dosquebradas","Balalaika","2022 Dec 11 12:00:00 AM","PM2.5","12.8"
"Dosquebradas","Balalaika","2022 Dec 12 12:00:00 AM","PM2.5","14.67"
"Dosquebradas","Balalaika","2022 Dec 13 12:00:00 AM","PM2.5","16.51"
"Dosquebradas","Balalaika","2022 Dec 14 12:00:00 AM","PM2.5","19.95"
"Dosquebradas","Balalaika","2022 Dec 15 12:00:00 AM","PM2.5","19.69"
"Dosquebradas","Balalaika","2022 Dec 16 12:00:00 AM","PM2.5","19.89"
"Dosquebradas","Balalaika","2022 Dec 17 12:00:00 AM","PM2.5","20.28"
"Dosquebradas","Balalaika","2022 Dec 18 12:00:00 AM","PM2.5","14.4"
"Dosquebradas","Balalaika","2022 Dec 19 12:00:00 AM","PM2.5","17.69"
"Dosquebradas","Balalaika","2022 Dec 20 12:00:00 AM","PM2.5","16.12"
"Dosquebradas","Balalaika","2022 Dec 21 12:00:00 AM","PM2.5","22.58"
"Dosquebradas","Balalaika","2022 Dec 22 12:00:00 AM","PM2.5","19.67"
"Dosquebradas","Balalaika","2022 Dec 23 12:00:00 AM","PM2.5","17.8"
"Dosquebradas","Balalaika","2022 Dec 24 12:00:00 AM","PM2.5","14.23"
"Dosquebradas","Balalaika","2022 Dec 25 12:00:00 AM","PM2.5","14.62"
"Dosquebradas","Balalaika","2022 Dec 26 12:00:00 AM","PM2.5","11.25"
"Dosquebradas","Balalaika","2022 Dec 27 12:00:00 AM","PM2.5","11.74"
"Dosquebradas","Balalaika","2022 Dec 28 12:00:00 AM","PM2.5","12.06"
"Dosquebradas","Balalaika","2022 Dec 29 12:00:00 AM","PM2.5","14.41"
"Dosquebradas","Balalaika","2022 Dec 30 12:00:00 AM","PM2.5","16.2"
"Dosquebradas","Balalaika","2022 Dec 31 12:00:00 AM","PM2.5","14.15"
"Dosquebradas","Balalaika","2023 Jan 01 12:00:00 AM","PM2.5","9.18"
"Dosquebradas","Balalaika","2023 Jan 12 12:00:00 AM","PM2.5","14.13"
"Dosquebradas","Balalaika","2023 Jan 13 12:00:00 AM","PM2.5","16.69"
"Dosquebradas","Balalaika","2023 Jan 14 12:00:00 AM","PM2.5","13.83"
"Dosquebradas","Balalaika","2023 Jan 15 12:00:00 AM","PM2.5","6.33"
"Dosquebradas","Balalaika","2023 Jan 17 12:00:00 AM","PM2.5","14.84"
"Dosquebradas","Balalaika","2023 Jan 18 12:00:00 AM","PM2.5","14.59"
"Dosquebradas","Balalaika","2023 Jan 19 12:00:00 AM","PM2.5","37,506.95"
"Dosquebradas","Balalaika","2023 Jan 20 12:00:00 AM","PM2.5","45,839.85"
"Dosquebradas","Balalaika","2023 Jan 21 12:00:00 AM","PM2.5","12.16"
"Dosquebradas","Balalaika","2023 Jan 22 12:00:00 AM","PM2.5","12.18"
"Dosquebradas","Balalaika","2023 Jan 23 12:00:00 AM","PM2.5","16.37"
"Dosquebradas","Balalaika","2023 Jan 24 12:00:00 AM","PM2.5","20.64"
"Dosquebradas","Balalaika","2023 Jan 25 12:00:00 AM","PM2.5","41.84"
"Dosquebradas","Balalaika","2023 Jan 26 12:00:00 AM","PM2.5","17.88"
"Dosquebradas","Balalaika","2023 Jan 27 12:00:00 AM","PM2.5","20.06"
"Dosquebradas","Balalaika","2023 Jan 28 12:00:00 AM","PM2.5","20.38"
"Dosquebradas","Balalaika","2023 Jan 29 12:00:00 AM","PM2.5","15.03"
"Dosquebradas","Balalaika","2023 Jan 30 12:00:00 AM","PM2.5","16.37"
"Dosquebradas","Balalaika","2023 Jan 31 12:00:00 AM","PM2.5","17.59"
"Dosquebradas","Balalaika","2023 Feb 01 12:00:00 AM","PM2.5","17.49"
"Dosquebradas","Balalaika","2023 Feb 02 12:00:00 AM","PM2.5","24.58"
"Dosquebradas","Balalaika","2023 Feb 03 12:00:00 AM","PM2.5","23.06"
"Dosquebradas","Balalaika","2023 Feb 04 12:00:00 AM","PM2.5","20.18"
"Dosquebradas","Balalaika","2023 Feb 05 12:00:00 AM","PM2.5","17.31"
"Dosquebradas","Balalaika","2023 Feb 06 12:00:00 AM","PM2.5","17.16"
"Dosquebradas","Balalaika","2023 Feb 07 12:00:00 AM","PM2.5","17.03"
"Dosquebradas","Balalaika","2023 Feb 08 12:00:00 AM","PM2.5","19.25"
"Dosquebradas","Balalaika","2023 Feb 09 12:00:00 AM","PM2.5","19.35"
"Dosquebradas","Balalaika","2023 Feb 10 12:00:00 AM","PM2.5","18.07"
"Dosquebradas","Balalaika","2023 Feb 11 12:00:00 AM","PM2.5","17.41"
"Dosquebradas","Balalaika","2023 Feb 12 12:00:00 AM","PM2.5","14.21"
"Dosquebradas","Balalaika","2023 Feb 13 12:00:00 AM","PM2.5","21.46"
"Dosquebradas","Balalaika","2023 Feb 14 12:00:00 AM","PM2.5","21.5"
"Dosquebradas","Balalaika","2023 Feb 15 12:00:00 AM","PM2.5","18.02"
"Dosquebradas","Balalaika","2023 Feb 16 12:00:00 AM","PM2.5","15.58"
"Dosquebradas","Balalaika","2023 Feb 17 12:00:00 AM","PM2.5","18.96"
"Dosquebradas","Balalaika","2023 Feb 18 12:00:00 AM","PM2.5","14.63"
"Dosquebradas","Balalaika","2023 Feb 19 12:00:00 AM","PM2.5","9.69"
"Dosquebradas","Balalaika","2023 Feb 20 12:00:00 AM","PM2.5","20.53"
"Dosquebradas","Balalaika","2023 Feb 21 12:00:00 AM","PM2.5","13.75"
"Dosquebradas","Balalaika","2023 Feb 22 12:00:00 AM","PM2.5","18.03"
"Dosquebradas","Balalaika","2023 Feb 23 12:00:00 AM","PM2.5","22.88"
"Dosquebradas","Balalaika","2023 Feb 24 12:00:00 AM","PM2.5","19.71"
"Dosquebradas","Balalaika","2023 Feb 25 12:00:00 AM","PM2.5","22.22"
"Dosquebradas","Balalaika","2023 Feb 26 12:00:00 AM","PM2.5","14.01"
"Dosquebradas","Balalaika","2023 Feb 27 12:00:00 AM","PM2.5","19.21"
"Dosquebradas","Balalaika","2023 Feb 28 12:00:00 AM","PM2.5","21.56"
"Dosquebradas","Balalaika","2023 Mar 01 12:00:00 AM","PM2.5","23.95"
"Dosquebradas","Balalaika","2023 Mar 02 12:00:00 AM","PM2.5","24.32"
"Dosquebradas","Balalaika","2023 Mar 03 12:00:00 AM","PM2.5","25.94"
"Dosquebradas","Balalaika","2023 Mar 04 12:00:00 AM","PM2.5","22.14"
"Dosquebradas","Balalaika","2023 Mar 05 12:00:00 AM","PM2.5","16.07"
"Dosquebradas","Balalaika","2023 Mar 06 12:00:00 AM","PM2.5","16.69"
"Dosquebradas","Balalaika","2023 Mar 07 12:00:00 AM","PM2.5","14.17"
"Dosquebradas","Balalaika","2023 Mar 08 12:00:00 AM","PM2.5","14.56"
"Dosquebradas","Balalaika","2023 Mar 09 12:00:00 AM","PM2.5","12.91"
"Dosquebradas","Balalaika","2023 Mar 10 12:00:00 AM","PM2.5","14"
"Dosquebradas","Balalaika","2023 Mar 11 12:00:00 AM","PM2.5","9.48"
"Dosquebradas","Balalaika","2023 Mar 12 12:00:00 AM","PM2.5","12.2"
"Dosquebradas","Balalaika","2023 Mar 13 12:00:00 AM","PM2.5","14.15"
"Dosquebradas","Balalaika","2023 Mar 14 12:00:00 AM","PM2.5","14.45"
"Dosquebradas","Balalaika","2023 Mar 15 12:00:00 AM","PM2.5","13.15"
"Dosquebradas","Balalaika","2023 Mar 16 12:00:00 AM","PM2.5","18.33"
"Dosquebradas","Balalaika","2023 Mar 17 12:00:00 AM","PM2.5","18.33"
"Dosquebradas","Balalaika","2023 Mar 18 12:00:00 AM","PM2.5","14.62"
"Dosquebradas","Balalaika","2023 Mar 19 12:00:00 AM","PM2.5","12.92"
"Dosquebradas","Balalaika","2023 Mar 20 12:00:00 AM","PM2.5","9.73"
"Dosquebradas","Balalaika","2023 Mar 21 12:00:00 AM","PM2.5","18.35"
"Dosquebradas","Balalaika","2023 Mar 22 12:00:00 AM","PM2.5","24.04"
"Dosquebradas","Balalaika","2023 Mar 23 12:00:00 AM","PM2.5","21.28"
"Dosquebradas","Balalaika","2023 Mar 24 12:00:00 AM","PM2.5","12.39"
"Dosquebradas","Balalaika","2023 Mar 25 12:00:00 AM","PM2.5","17.57"
"Dosquebradas","Balalaika","2023 Mar 26 12:00:00 AM","PM2.5","15.49"
"Dosquebradas","Balalaika","2023 Mar 27 12:00:00 AM","PM2.5","23.3"
"Dosquebradas","Balalaika","2023 Mar 28 12:00:00 AM","PM2.5","21.75"
"Dosquebradas","Balalaika","2023 Mar 29 12:00:00 AM","PM2.5","8,347.6"
"Dosquebradas","Balalaika","2023 Mar 30 12:00:00 AM","PM2.5","18.48"
"Dosquebradas","Balalaika","2023 Mar 31 12:00:00 AM","PM2.5","21.15"
"Dosquebradas","Balalaika","2023 Apr 01 12:00:00 AM","PM2.5","19.46"
"Dosquebradas","Balalaika","2023 Apr 02 12:00:00 AM","PM2.5","15.96"
"Dosquebradas","Balalaika","2023 Apr 03 12:00:00 AM","PM2.5","17.14"
"Dosquebradas","Balalaika","2023 Apr 04 12:00:00 AM","PM2.5","20.67"
"Dosquebradas","Balalaika","2023 Apr 05 12:00:00 AM","PM2.5","18.37"
"Dosquebradas","Balalaika","2023 Apr 06 12:00:00 AM","PM2.5","5.56"
"Dosquebradas","Balalaika","2023 Apr 07 12:00:00 AM","PM2.5","10.87"
"Dosquebradas","Balalaika","2023 Apr 08 12:00:00 AM","PM2.5","11.36"
"Dosquebradas","Balalaika","2023 Apr 09 12:00:00 AM","PM2.5","9.55"
"Dosquebradas","Balalaika","2023 Apr 10 12:00:00 AM","PM2.5","16.05"
"Dosquebradas","Balalaika","2023 Apr 11 12:00:00 AM","PM2.5","19.16"
"Dosquebradas","Balalaika","2023 Apr 12 12:00:00 AM","PM2.5","24.2"
"Dosquebradas","Balalaika","2023 Apr 13 12:00:00 AM","PM2.5","22.61"
"Dosquebradas","Balalaika","2023 Apr 14 12:00:00 AM","PM2.5","24.46"
"Dosquebradas","Balalaika","2023 Apr 15 12:00:00 AM","PM2.5","18.81"
"Dosquebradas","Balalaika","2023 Apr 16 12:00:00 AM","PM2.5","13.55"
"Dosquebradas","Balalaika","2023 Apr 17 12:00:00 AM","PM2.5","11.33"
"Dosquebradas","Balalaika","2023 Apr 18 12:00:00 AM","PM2.5","12.86"
"Dosquebradas","Balalaika","2023 Apr 19 12:00:00 AM","PM2.5","13.85"
"Dosquebradas","Balalaika","2023 Apr 20 12:00:00 AM","PM2.5","17.42"
"Dosquebradas","Balalaika","2023 Apr 21 12:00:00 AM","PM2.5","14.25"
"Dosquebradas","Balalaika","2023 Apr 22 12:00:00 AM","PM2.5","16.69"
"Dosquebradas","Balalaika","2023 Apr 23 12:00:00 AM","PM2.5","9.89"
"Dosquebradas","Balalaika","2023 Apr 24 12:00:00 AM","PM2.5","18.68"
"Dosquebradas","Balalaika","2023 Apr 25 12:00:00 AM","PM2.5","14.68"
"Dosquebradas","Balalaika","2023 Apr 26 12:00:00 AM","PM2.5","14.64"
"Dosquebradas","Balalaika","2023 Apr 27 12:00:00 AM","PM2.5","25.96"
"Dosquebradas","Balalaika","2023 Apr 28 12:00:00 AM","PM2.5","17.15"
"Dosquebradas","Balalaika","2023 Apr 29 12:00:00 AM","PM2.5","23.49"
"Dosquebradas","Balalaika","2023 Apr 30 12:00:00 AM","PM2.5","14.24"
"Dosquebradas","Balalaika","2023 May 01 12:00:00 AM","PM2.5","13.45"
"Dosquebradas","Balalaika","2023 May 02 12:00:00 AM","PM2.5","17.68"
"Dosquebradas","Balalaika","2023 May 03 12:00:00 AM","PM2.5","20.5"
"Dosquebradas","Balalaika","2023 May 04 12:00:00 AM","PM2.5","19.33"
"Dosquebradas","Balalaika","2023 May 05 12:00:00 AM","PM2.5","20.58"
"Dosquebradas","Balalaika","2023 May 06 12:00:00 AM","PM2.5","16.9"
"Dosquebradas","Balalaika","2023 May 07 12:00:00 AM","PM2.5","11.55"
"Dosquebradas","Balalaika","2023 May 08 12:00:00 AM","PM2.5","17.88"
"Dosquebradas","Balalaika","2023 May 09 12:00:00 AM","PM2.5","17"
"Dosquebradas","Balalaika","2023 May 10 12:00:00 AM","PM2.5","17.73"
"Dosquebradas","Balalaika","2023 May 11 12:00:00 AM","PM2.5","18.39"
"Dosquebradas","Balalaika","2023 May 12 12:00:00 AM","PM2.5","21.03"
"Dosquebradas","Balalaika","2023 May 13 12:00:00 AM","PM2.5","21.73"
"Dosquebradas","Balalaika","2023 May 14 12:00:00 AM","PM2.5","17.2"
"Dosquebradas","Balalaika","2023 May 15 12:00:00 AM","PM2.5","15.08"
"Dosquebradas","Balalaika","2023 May 16 12:00:00 AM","PM2.5","11.82"
"Dosquebradas","Balalaika","2023 May 17 12:00:00 AM","PM2.5","15.78"
"Dosquebradas","Balalaika","2023 May 18 12:00:00 AM","PM2.5","19.23"
"Dosquebradas","Balalaika","2023 May 19 12:00:00 AM","PM2.5","17.42"
"Dosquebradas","Balalaika","2023 May 20 12:00:00 AM","PM2.5","12.48"
"Dosquebradas","Balalaika","2023 May 21 12:00:00 AM","PM2.5","8.71"
"Dosquebradas","Balalaika","2023 May 22 12:00:00 AM","PM2.5","10.67"
"Dosquebradas","Balalaika","2007 Feb 26 12:00:00 AM","PM10","46.08"
"Dosquebradas","Balalaika","2007 Feb 27 12:00:00 AM","PM10","28.91"
"Dosquebradas","Balalaika","2007 Feb 28 12:00:00 AM","PM10","33.45"
"Dosquebradas","Balalaika","2007 Mar 02 12:00:00 AM","PM10","35.98"
"Dosquebradas","Balalaika","2007 Mar 04 12:00:00 AM","PM10","25.15"
"Dosquebradas","Balalaika","2007 Mar 06 12:00:00 AM","PM10","23.49"
"Dosquebradas","Balalaika","2007 Mar 16 12:00:00 AM","PM10","33.66"
"Dosquebradas","Balalaika","2007 Mar 18 12:00:00 AM","PM10","26.79"
"Dosquebradas","Balalaika","2007 Mar 20 12:00:00 AM","PM10","37.87"
"Dosquebradas","Balalaika","2007 Mar 24 12:00:00 AM","PM10","28.39"
"Dosquebradas","Balalaika","2007 Mar 26 12:00:00 AM","PM10","32.96"
"Dosquebradas","Balalaika","2007 Mar 28 12:00:00 AM","PM10","27.59"
"Dosquebradas","Balalaika","2007 Mar 29 12:00:00 AM","PM10","34.16"
"Dosquebradas","Balalaika","2007 Mar 30 12:00:00 AM","PM10","35.5"
"Dosquebradas","Balalaika","2007 Mar 31 12:00:00 AM","PM10","28.3"
"Dosquebradas","Balalaika","2007 Apr 01 12:00:00 AM","PM10","42.78"
"Dosquebradas","Balalaika","2007 Apr 02 12:00:00 AM","PM10","37.55"
"Dosquebradas","Balalaika","2007 Apr 03 12:00:00 AM","PM10","41.34"
"Dosquebradas","Balalaika","2007 Apr 07 12:00:00 AM","PM10","27.44"
"Dosquebradas","Balalaika","2007 Apr 09 12:00:00 AM","PM10","37.57"
"Dosquebradas","Balalaika","2007 Apr 10 12:00:00 AM","PM10","19.21"
"Dosquebradas","Balalaika","2007 Apr 11 12:00:00 AM","PM10","46.86"
"Dosquebradas","Balalaika","2007 Apr 16 12:00:00 AM","PM10","32.46"
"Dosquebradas","Balalaika","2007 Apr 17 12:00:00 AM","PM10","36.7"
"Dosquebradas","Balalaika","2007 Apr 18 12:00:00 AM","PM10","40.55"
"Dosquebradas","Balalaika","2007 Apr 19 12:00:00 AM","PM10","27.2"
"Dosquebradas","Balalaika","2007 Apr 20 12:00:00 AM","PM10","26.7"
"Dosquebradas","Balalaika","2007 Apr 22 12:00:00 AM","PM10","21.15"
"Dosquebradas","Balalaika","2008 Feb 14 12:00:00 AM","PM10","74.08"
"Dosquebradas","Balalaika","2008 Feb 16 12:00:00 AM","PM10","35.37"
"Dosquebradas","Balalaika","2008 Feb 22 12:00:00 AM","PM10","70.06"
"Dosquebradas","Balalaika","2008 Feb 24 12:00:00 AM","PM10","46.83"
"Dosquebradas","Balalaika","2008 Feb 26 12:00:00 AM","PM10","40.69"
"Dosquebradas","Balalaika","2008 Feb 28 12:00:00 AM","PM10","51.77"
"Dosquebradas","Balalaika","2008 Mar 01 12:00:00 AM","PM10","56.89"
"Dosquebradas","Balalaika","2008 Mar 03 12:00:00 AM","PM10","39.73"
"Dosquebradas","Balalaika","2008 Mar 05 12:00:00 AM","PM10","55.38"
"Dosquebradas","Balalaika","2008 Mar 09 12:00:00 AM","PM10","21.28"
"Dosquebradas","Balalaika","2008 Mar 11 12:00:00 AM","PM10","47.01"
"Dosquebradas","Balalaika","2008 Mar 13 12:00:00 AM","PM10","32.88"
"Dosquebradas","Balalaika","2008 Mar 15 12:00:00 AM","PM10","56.16"
"Dosquebradas","Balalaika","2008 Mar 17 12:00:00 AM","PM10","47.63"
"Dosquebradas","Balalaika","2008 Mar 19 12:00:00 AM","PM10","54.89"
"Dosquebradas","Balalaika","2008 Mar 21 12:00:00 AM","PM10","37.44"
"Dosquebradas","Balalaika","2008 Mar 23 12:00:00 AM","PM10","31.81"
"Dosquebradas","Balalaika","2008 Mar 25 12:00:00 AM","PM10","48.3"
"Dosquebradas","Balalaika","2008 Mar 27 12:00:00 AM","PM10","72.89"
